,Dataline,Play,PlayerLinenumber,ActSceneLine,Player,PlayerLine
103192,103193,Twelfth Night,13.0,1.4.39,DUKE ORSINO,"When least in company. Prosper well in this,"
103193,103194,Twelfth Night,13.0,1.4.40,DUKE ORSINO,"And thou shalt live as freely as thy lord,"
103194,103195,Twelfth Night,13.0,1.4.41,DUKE ORSINO,To call his fortunes thine.
103195,103196,Twelfth Night,14.0,1.4.42,VIOLA,I'll do my best
103196,103197,Twelfth Night,14.0,1.4.43,VIOLA,To woo your lady:
103197,103198,Twelfth Night,14.0,,VIOLA,Aside
103198,103199,Twelfth Night,14.0,1.4.44,VIOLA,"yet, a barful strife!"
103199,103200,Twelfth Night,14.0,1.4.45,VIOLA,"Whoe'er I woo, myself would be his wife."
103200,103201,Twelfth Night,14.0,,VIOLA,Exeunt
103201,103202,Twelfth Night,14.0,,VIOLA,SCENE V. OLIVIA'S house.
103202,103203,Twelfth Night,14.0,,VIOLA,Enter MARIA and Clown
103203,103204,Twelfth Night,1.0,1.5.1,MARIA,"Nay, either tell me where thou hast been, or I will"
103204,103205,Twelfth Night,1.0,1.5.2,MARIA,not open my lips so wide as a bristle may enter in
103205,103206,Twelfth Night,1.0,1.5.3,MARIA,way of thy excuse: my lady will hang thee for thy absence.
103206,103207,Twelfth Night,2.0,1.5.4,Clown,Let her hang me: he that is well hanged in this
103207,103208,Twelfth Night,2.0,1.5.5,Clown,world needs to fear no colours.
103208,103209,Twelfth Night,3.0,1.5.6,MARIA,Make that good.
103209,103210,Twelfth Night,4.0,1.5.7,Clown,He shall see none to fear.
103210,103211,Twelfth Night,5.0,1.5.8,MARIA,A good lenten answer: I can tell thee where that
103211,103212,Twelfth Night,5.0,1.5.9,MARIA,"saying was born, of 'I fear no colours.'"
103212,103213,Twelfth Night,6.0,1.5.10,Clown,"Where, good Mistress Mary?"
103213,103214,Twelfth Night,7.0,1.5.11,MARIA,"In the wars, and that may you be bold to say in your foolery."
103214,103215,Twelfth Night,8.0,1.5.12,Clown,"Well, God give them wisdom that have it, and those"
103215,103216,Twelfth Night,8.0,1.5.13,Clown,"that are fools, let them use their talents."
103216,103217,Twelfth Night,9.0,1.5.14,MARIA,"Yet you will be hanged for being so long absent, or,"
103217,103218,Twelfth Night,9.0,1.5.15,MARIA,"to be turned away, is not that as good as a hanging to you?"
103218,103219,Twelfth Night,10.0,1.5.16,Clown,"Many a good hanging prevents a bad marriage, and,"
103219,103220,Twelfth Night,10.0,1.5.17,Clown,"for turning away, let summer bear it out."
103220,103221,Twelfth Night,11.0,1.5.18,MARIA,"You are resolute, then?"
103221,103222,Twelfth Night,12.0,1.5.19,Clown,"Not so, neither, but I am resolved on two points."
103222,103223,Twelfth Night,13.0,1.5.20,MARIA,"That if one break, the other will hold, or, if both"
103223,103224,Twelfth Night,13.0,1.5.21,MARIA,"break, your gaskins fall."
103224,103225,Twelfth Night,14.0,1.5.22,Clown,"Apt, in good faith, very apt. Well, go thy way, if"
103225,103226,Twelfth Night,14.0,1.5.23,Clown,"Sir Toby would leave drinking, thou wert as witty a"
103226,103227,Twelfth Night,14.0,1.5.24,Clown,piece of Eve's flesh as any in Illyria.
103227,103228,Twelfth Night,15.0,1.5.25,MARIA,"Peace, you rogue, no more o' that. Here comes my"
103228,103229,Twelfth Night,15.0,1.5.26,MARIA,"lady: make your excuse wisely, you were best."
103229,103230,Twelfth Night,15.0,,MARIA,Exit
103230,103231,Twelfth Night,16.0,1.5.27,Clown,"Wit, an't be thy will, put me into good fooling!"
103231,103232,Twelfth Night,16.0,1.5.28,Clown,"Those wits, that think they have thee, do very oft"
103232,103233,Twelfth Night,16.0,1.5.29,Clown,"prove fools, and I, that am sure I lack thee, may"
103233,103234,Twelfth Night,16.0,1.5.30,Clown,pass for a wise man: for what says Quinapalus?
103234,103235,Twelfth Night,16.0,1.5.31,Clown,"'Better a witty fool, than a foolish wit.'"
103235,103236,Twelfth Night,16.0,,Clown,Enter OLIVIA with MALVOLIO
103236,103237,Twelfth Night,16.0,1.5.32,Clown,"God bless thee, lady!"
103237,103238,Twelfth Night,17.0,1.5.33,OLIVIA,Take the fool away.
103238,103239,Twelfth Night,18.0,1.5.34,Clown,"Do you not hear, fellows? Take away the lady."
103239,103240,Twelfth Night,19.0,1.5.35,OLIVIA,"Go to, you're a dry fool, I'll no more of you:"
103240,103241,Twelfth Night,19.0,1.5.36,OLIVIA,"besides, you grow dishonest."
103241,103242,Twelfth Night,20.0,1.5.37,Clown,"Two faults, madonna, that drink and good counsel"
103242,103243,Twelfth Night,20.0,1.5.38,Clown,"will amend: for give the dry fool drink, then is"
103243,103244,Twelfth Night,20.0,1.5.39,Clown,the fool not dry: bid the dishonest man mend
103244,103245,Twelfth Night,20.0,1.5.40,Clown,"himself, if he mend, he is no longer dishonest, if"
103245,103246,Twelfth Night,20.0,1.5.41,Clown,"he cannot, let the botcher mend him. Any thing"
103246,103247,Twelfth Night,20.0,1.5.42,Clown,that's mended is but patched: virtue that
103247,103248,Twelfth Night,20.0,1.5.43,Clown,"transgresses is but patched with sin, and sin that"
103248,103249,Twelfth Night,20.0,1.5.44,Clown,amends is but patched with virtue. If that this
103249,103250,Twelfth Night,20.0,1.5.45,Clown,"simple syllogism will serve, so, if it will not,"
103250,103251,Twelfth Night,20.0,1.5.46,Clown,what remedy? As there is no true cuckold but
103251,103252,Twelfth Night,20.0,1.5.47,Clown,"calamity, so beauty's a flower. The lady bade take"
103252,103253,Twelfth Night,20.0,1.5.48,Clown,"away the fool, therefore, I say again, take her away."
103253,103254,Twelfth Night,21.0,1.5.49,OLIVIA,"Sir, I bade them take away you."
103254,103255,Twelfth Night,22.0,1.5.50,Clown,"Misprision in the highest degree! Lady, cucullus non"
103255,103256,Twelfth Night,22.0,1.5.51,Clown,"facit monachum, that's as much to say as I wear not"
103256,103257,Twelfth Night,22.0,1.5.52,Clown,"motley in my brain. Good madonna, give me leave to"
103257,103258,Twelfth Night,22.0,1.5.53,Clown,prove you a fool.
103258,103259,Twelfth Night,23.0,1.5.54,OLIVIA,Can you do it?
103259,103260,Twelfth Night,24.0,1.5.55,Clown,"Dexterously, good madonna."
103260,103261,Twelfth Night,25.0,1.5.56,OLIVIA,Make your proof.
103261,103262,Twelfth Night,26.0,1.5.57,Clown,"I must catechise you for it, madonna: good my mouse"
103262,103263,Twelfth Night,26.0,1.5.58,Clown,"of virtue, answer me."
103263,103264,Twelfth Night,27.0,1.5.59,OLIVIA,"Well, sir, for want of other idleness, I'll bide your proof."
103264,103265,Twelfth Night,28.0,1.5.60,Clown,"Good madonna, why mournest thou?"
103265,103266,Twelfth Night,29.0,1.5.61,OLIVIA,"Good fool, for my brother's death."
103266,103267,Twelfth Night,30.0,1.5.62,Clown,"I think his soul is in hell, madonna."
103267,103268,Twelfth Night,31.0,1.5.63,OLIVIA,"I know his soul is in heaven, fool."
103268,103269,Twelfth Night,32.0,1.5.64,Clown,"The more fool, madonna, to mourn for your brother's"
103269,103270,Twelfth Night,32.0,1.5.65,Clown,"soul being in heaven. Take away the fool, gentlemen."
103270,103271,Twelfth Night,33.0,1.5.66,OLIVIA,"What think you of this fool, Malvolio? doth he not mend?"
103271,103272,Twelfth Night,34.0,1.5.67,MALVOLIO,"Yes, and shall do till the pangs of death shake him:"
103272,103273,Twelfth Night,34.0,1.5.68,MALVOLIO,"infirmity, that decays the wise, doth ever make the"
103273,103274,Twelfth Night,34.0,1.5.69,MALVOLIO,better fool.
103274,103275,Twelfth Night,35.0,1.5.70,Clown,"God send you, sir, a speedy infirmity, for the"
103275,103276,Twelfth Night,35.0,1.5.71,Clown,better increasing your folly! Sir Toby will be
103276,103277,Twelfth Night,35.0,1.5.72,Clown,"sworn that I am no fox, but he will not pass his"
103277,103278,Twelfth Night,35.0,1.5.73,Clown,word for two pence that you are no fool.
103278,103279,Twelfth Night,36.0,1.5.74,OLIVIA,"How say you to that, Malvolio?"
103279,103280,Twelfth Night,37.0,1.5.75,MALVOLIO,I marvel your ladyship takes delight in such a
103280,103281,Twelfth Night,37.0,1.5.76,MALVOLIO,barren rascal: I saw him put down the other day
103281,103282,Twelfth Night,37.0,1.5.77,MALVOLIO,with an ordinary fool that has no more brain
103282,103283,Twelfth Night,37.0,1.5.78,MALVOLIO,"than a stone. Look you now, he's out of his guard"
103283,103284,Twelfth Night,37.0,1.5.79,MALVOLIO,"already, unless you laugh and minister occasion to"
103284,103285,Twelfth Night,37.0,1.5.80,MALVOLIO,"him, he is gagged. I protest, I take these wise men,"
103285,103286,Twelfth Night,37.0,1.5.81,MALVOLIO,"that crow so at these set kind of fools, no better"
103286,103287,Twelfth Night,37.0,1.5.82,MALVOLIO,than the fools' zanies.
103287,103288,Twelfth Night,38.0,1.5.83,OLIVIA,"Oh, you are sick of self-love, Malvolio, and taste"
103288,103289,Twelfth Night,38.0,1.5.84,OLIVIA,"with a distempered appetite. To be generous,"
103289,103290,Twelfth Night,38.0,1.5.85,OLIVIA,"guiltless and of free disposition, is to take those"
103290,103291,Twelfth Night,38.0,1.5.86,OLIVIA,things for bird-bolts that you deem cannon-bullets:
103291,103292,Twelfth Night,38.0,1.5.87,OLIVIA,"there is no slander in an allowed fool, though he do"
103292,103293,Twelfth Night,38.0,1.5.88,OLIVIA,"nothing but rail, nor no railing in a known discreet"
103293,103294,Twelfth Night,38.0,1.5.89,OLIVIA,"man, though he do nothing but reprove."
103294,103295,Twelfth Night,39.0,1.5.90,Clown,"Now Mercury endue thee with leasing, for thou"
103295,103296,Twelfth Night,39.0,1.5.91,Clown,speakest well of fools!
103296,103297,Twelfth Night,39.0,,Clown,Re-enter MARIA
103297,103298,Twelfth Night,40.0,1.5.92,MARIA,"Madam, there is at the gate a young gentleman much"
103298,103299,Twelfth Night,40.0,1.5.93,MARIA,desires to speak with you.
103299,103300,Twelfth Night,41.0,1.5.94,OLIVIA,"From the Count Orsino, is it?"
103300,103301,Twelfth Night,42.0,1.5.95,MARIA,"I know not, madam: 'tis a fair young man, and well attended."
103301,103302,Twelfth Night,43.0,1.5.96,OLIVIA,Who of my people hold him in delay?
103302,103303,Twelfth Night,44.0,1.5.97,MARIA,"Sir Toby, madam, your kinsman."
103303,103304,Twelfth Night,45.0,1.5.98,OLIVIA,"Fetch him off, I pray you, he speaks nothing but"
103304,103305,Twelfth Night,45.0,1.5.99,OLIVIA,madman: fie on him!
103305,103306,Twelfth Night,45.0,,OLIVIA,Exit MARIA
103306,103307,Twelfth Night,45.0,1.5.100,OLIVIA,"Go you, Malvolio: if it be a suit from the count, I"
103307,103308,Twelfth Night,45.0,1.5.101,OLIVIA,"am sick, or not at home, what you will, to dismiss it."
103308,103309,Twelfth Night,45.0,,OLIVIA,Exit MALVOLIO
103309,103310,Twelfth Night,45.0,1.5.102,OLIVIA,"Now you see, sir, how your fooling grows old, and"
103310,103311,Twelfth Night,45.0,1.5.103,OLIVIA,people dislike it.
103311,103312,Twelfth Night,46.0,1.5.104,Clown,"Thou hast spoke for us, madonna, as if thy eldest"
103312,103313,Twelfth Night,46.0,1.5.105,Clown,"son should be a fool, whose skull Jove cram with"
103313,103314,Twelfth Night,46.0,1.5.106,Clown,"brains! for,--here he comes,--one of thy kin has a"
103314,103315,Twelfth Night,46.0,1.5.107,Clown,most weak pia mater.
103315,103316,Twelfth Night,46.0,,Clown,Enter SIR TOBY BELCH
103316,103317,Twelfth Night,47.0,1.5.108,OLIVIA,"By mine honour, half drunk. What is he at the gate, cousin?"
103317,103318,Twelfth Night,48.0,1.5.109,SIR TOBY BELCH,A gentleman.
103318,103319,Twelfth Night,49.0,1.5.110,OLIVIA,A gentleman! what gentleman?
103319,103320,Twelfth Night,50.0,1.5.111,SIR TOBY BELCH,'Tis a gentle man here--a plague o' these
103320,103321,Twelfth Night,50.0,1.5.112,SIR TOBY BELCH,"pickle-herring! How now, sot!"
103321,103322,Twelfth Night,51.0,1.5.113,Clown,Good Sir Toby!
103322,103323,Twelfth Night,52.0,1.5.114,OLIVIA,"Cousin, cousin, how have you come so early by this lethargy?"
103323,103324,Twelfth Night,53.0,1.5.115,SIR TOBY BELCH,Lechery! I defy lechery. There's one at the gate.
103324,103325,Twelfth Night,54.0,1.5.116,OLIVIA,"Ay, marry, what is he?"
103325,103326,Twelfth Night,55.0,1.5.117,SIR TOBY BELCH,"Let him be the devil, an he will, I care not: give"
103326,103327,Twelfth Night,55.0,1.5.118,SIR TOBY BELCH,"me faith, say I. Well, it's all one."
103327,103328,Twelfth Night,55.0,,SIR TOBY BELCH,Exit
103328,103329,Twelfth Night,56.0,1.5.119,OLIVIA,"What's a drunken man like, fool?"
103329,103330,Twelfth Night,57.0,1.5.120,Clown,"Like a drowned man, a fool and a mad man: one"
103330,103331,Twelfth Night,57.0,1.5.121,Clown,"draught above heat makes him a fool, the second mads"
103331,103332,Twelfth Night,57.0,1.5.122,Clown,"him, and a third drowns him."
103332,103333,Twelfth Night,58.0,1.5.123,OLIVIA,"Go thou and seek the crowner, and let him sit o' my"
103333,103334,Twelfth Night,58.0,1.5.124,OLIVIA,"coz, for he's in the third degree of drink, he's"
103334,103335,Twelfth Night,58.0,1.5.125,OLIVIA,"drowned: go, look after him."
103335,103336,Twelfth Night,59.0,1.5.126,Clown,"He is but mad yet, madonna, and the fool shall look"
103336,103337,Twelfth Night,59.0,1.5.127,Clown,to the madman.
103337,103338,Twelfth Night,59.0,,Clown,Exit
103338,103339,Twelfth Night,59.0,,Clown,Re-enter MALVOLIO
103339,103340,Twelfth Night,60.0,1.5.128,MALVOLIO,"Madam, yond young fellow swears he will speak with"
103340,103341,Twelfth Night,60.0,1.5.129,MALVOLIO,"you. I told him you were sick, he takes on him to"
103341,103342,Twelfth Night,60.0,1.5.130,MALVOLIO,"understand so much, and therefore comes to speak"
103342,103343,Twelfth Night,60.0,1.5.131,MALVOLIO,"with you. I told him you were asleep, he seems to"
103343,103344,Twelfth Night,60.0,1.5.132,MALVOLIO,"have a foreknowledge of that too, and therefore"
103344,103345,Twelfth Night,60.0,1.5.133,MALVOLIO,"comes to speak with you. What is to be said to him,"
103345,103346,Twelfth Night,60.0,1.5.134,MALVOLIO,lady? he's fortified against any denial.
103346,103347,Twelfth Night,61.0,1.5.135,OLIVIA,Tell him he shall not speak with me.
103347,103348,Twelfth Night,62.0,1.5.136,MALVOLIO,"Has been told so, and he says, he'll stand at your"
103348,103349,Twelfth Night,62.0,1.5.137,MALVOLIO,"door like a sheriff's post, and be the supporter to"
103349,103350,Twelfth Night,62.0,1.5.138,MALVOLIO,"a bench, but he'll speak with you."
103350,103351,Twelfth Night,63.0,1.5.139,OLIVIA,What kind o' man is he?
103351,103352,Twelfth Night,64.0,1.5.140,MALVOLIO,"Why, of mankind."
103352,103353,Twelfth Night,65.0,1.5.141,OLIVIA,What manner of man?
103353,103354,Twelfth Night,66.0,1.5.142,MALVOLIO,"Of very ill manner, he'll speak with you, will you or no."
103354,103355,Twelfth Night,67.0,1.5.143,OLIVIA,Of what personage and years is he?
103355,103356,Twelfth Night,68.0,1.5.144,MALVOLIO,"Not yet old enough for a man, nor young enough for"
103356,103357,Twelfth Night,68.0,1.5.145,MALVOLIO,"a boy, as a squash is before 'tis a peascod, or a"
103357,103358,Twelfth Night,68.0,1.5.146,MALVOLIO,cooling when 'tis almost an apple: 'tis with him
103358,103359,Twelfth Night,68.0,1.5.147,MALVOLIO,"in standing water, between boy and man. He is very"
103359,103360,Twelfth Night,68.0,1.5.148,MALVOLIO,"well-favoured and he speaks very shrewishly, one"
103360,103361,Twelfth Night,68.0,1.5.149,MALVOLIO,would think his mother's milk were scarce out of him.
103361,103362,Twelfth Night,69.0,1.5.150,OLIVIA,Let him approach: call in my gentlewoman.
103362,103363,Twelfth Night,70.0,1.5.151,MALVOLIO,"Gentlewoman, my lady calls."
103363,103364,Twelfth Night,70.0,,MALVOLIO,Exit
103364,103365,Twelfth Night,70.0,,MALVOLIO,Re-enter MARIA
103365,103366,Twelfth Night,71.0,1.5.152,OLIVIA,"Give me my veil: come, throw it o'er my face."
103366,103367,Twelfth Night,71.0,1.5.153,OLIVIA,We'll once more hear Orsino's embassy.
103367,103368,Twelfth Night,71.0,,OLIVIA,"Enter VIOLA, and Attendants"
103368,103369,Twelfth Night,72.0,1.5.154,VIOLA,"The honourable lady of the house, which is she?"
103369,103370,Twelfth Night,73.0,1.5.155,OLIVIA,"Speak to me, I shall answer for her."
103370,103371,Twelfth Night,73.0,1.5.156,OLIVIA,Your will?
103371,103372,Twelfth Night,74.0,1.5.157,VIOLA,"Most radiant, exquisite and unmatchable beauty,--I"
103372,103373,Twelfth Night,74.0,1.5.158,VIOLA,"pray you, tell me if this be the lady of the house,"
103373,103374,Twelfth Night,74.0,1.5.159,VIOLA,for I never saw her: I would be loath to cast away
103374,103375,Twelfth Night,74.0,1.5.160,VIOLA,"my speech, for besides that it is excellently well"
103375,103376,Twelfth Night,74.0,1.5.161,VIOLA,"penned, I have taken great pains to con it. Good"
103376,103377,Twelfth Night,74.0,1.5.162,VIOLA,"beauties, let me sustain no scorn, I am very"
103377,103378,Twelfth Night,74.0,1.5.163,VIOLA,"comptible, even to the least sinister usage."
103378,103379,Twelfth Night,75.0,1.5.164,OLIVIA,"Whence came you, sir?"
103379,103380,Twelfth Night,76.0,1.5.165,VIOLA,"I can say little more than I have studied, and that"
103380,103381,Twelfth Night,76.0,1.5.166,VIOLA,"question's out of my part. Good gentle one, give me"
103381,103382,Twelfth Night,76.0,1.5.167,VIOLA,"modest assurance if you be the lady of the house,"
103382,103383,Twelfth Night,76.0,1.5.168,VIOLA,that I may proceed in my speech.
103383,103384,Twelfth Night,77.0,1.5.169,OLIVIA,Are you a comedian?
103384,103385,Twelfth Night,78.0,1.5.170,VIOLA,"No, my profound heart: and yet, by the very fangs"
103385,103386,Twelfth Night,78.0,1.5.171,VIOLA,"of malice I swear, I am not that I play. Are you"
103386,103387,Twelfth Night,78.0,1.5.172,VIOLA,the lady of the house?
103387,103388,Twelfth Night,79.0,1.5.173,OLIVIA,"If I do not usurp myself, I am."
103388,103389,Twelfth Night,80.0,1.5.174,VIOLA,"Most certain, if you are she, you do usurp"
103389,103390,Twelfth Night,80.0,1.5.175,VIOLA,"yourself, for what is yours to bestow is not yours"
103390,103391,Twelfth Night,80.0,1.5.176,VIOLA,to reserve. But this is from my commission: I will
103391,103392,Twelfth Night,80.0,1.5.177,VIOLA,"on with my speech in your praise, and then show you"
103392,103393,Twelfth Night,80.0,1.5.178,VIOLA,the heart of my message.
103393,103394,Twelfth Night,81.0,1.5.179,OLIVIA,Come to what is important in't: I forgive you the praise.
103394,103395,Twelfth Night,82.0,1.5.180,VIOLA,"Alas, I took great pains to study it, and 'tis poetical."
103395,103396,Twelfth Night,83.0,1.5.181,OLIVIA,"It is the more like to be feigned: I pray you,"
103396,103397,Twelfth Night,83.0,1.5.182,OLIVIA,"keep it in. I heard you were saucy at my gates,"
103397,103398,Twelfth Night,83.0,1.5.183,OLIVIA,and allowed your approach rather to wonder at you
103398,103399,Twelfth Night,83.0,1.5.184,OLIVIA,"than to hear you. If you be not mad, be gone, if"
103399,103400,Twelfth Night,83.0,1.5.185,OLIVIA,"you have reason, be brief: 'tis not that time of"
103400,103401,Twelfth Night,83.0,1.5.186,OLIVIA,moon with me to make one in so skipping a dialogue.
103401,103402,Twelfth Night,84.0,1.5.187,MARIA,"Will you hoist sail, sir? here lies your way."
103402,103403,Twelfth Night,85.0,1.5.188,VIOLA,"No, good swabber, I am to hull here a little"
103403,103404,Twelfth Night,85.0,1.5.189,VIOLA,"longer. Some mollification for your giant, sweet"
103404,103405,Twelfth Night,85.0,1.5.190,VIOLA,lady. Tell me your mind: I am a messenger.
103405,103406,Twelfth Night,86.0,1.5.191,OLIVIA,"Sure, you have some hideous matter to deliver, when"
